"編號","管制編號","裁處時間","管轄縣市","裁處書字號","違反時間","違反法令","裁罰金額","是否訴願","審議機關","訴願結果","陳情結果","違規人名稱","裁處公司名稱","事業名稱","地址","縣市","鄉鎮","行業別","所屬工業區","列管類別","機構地址","東經","北緯","更正後X","更正後Y","列管狀況","事業別","鄉鎮別","流域別"
376,"J61A2816","2015/5/1","新竹縣","30-104-050001","2015/3/12","水污染防治法第7條第1項",140000,"否","","","","億升工業股份有限公司","億升工業股份有限公司","億升工業股份有限公司","新竹縣新豐鄉中崙村新興路八九九號","新竹縣","新豐鄉","汽車零件製造業(汽車零件製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉中崙村新興路899號",251400,2753033,251400,2753033,"屬於水污法定義範圍內之列管事業","金屬表面處理業","新豐鄉","新豐溪"
377,"J61A2816","2015/3/17","新竹縣","30-104-030005","2015/1/22","水污染防治法第7條第1項",80000,"否","","","","億升工業股份有限公司","億升工業股份有限公司","億升工業股份有限公司","新竹縣新豐鄉中崙村新興路八九九號","新竹縣","新豐鄉","汽車零件製造業(汽車零件製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉中崙村新興路899號",251400,2753033,251400,2753033,"屬於水污法定義範圍內之列管事業","金屬表面處理業","新豐鄉","新豐溪"
378,"H5204133","2016/9/19","新竹縣","30-105-090004","2016/7/6","水污染防治法第7條第1項",105000,"否","","","","景碩科技股份有限公司新豐二廠","景碩科技股份有限公司","","","","","","","","",,,,,"","","",""
379,"J61A3507","2015/3/16","新竹縣","30-104-030003","2015/2/5","水污染防治法第20條第1項",150000,"否","","","","正揚利企業有限公司","正揚利企業有限公司","正揚利企業有限公司","新竹縣新豐鄉鳳坑村坑子口６２３號","新竹縣","新豐鄉","石材製品製造業(石材製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉鳳坑村坑子口623號",246391,2754468,246391,2754468,"屬於水污法定義範圍內之列管事業","土石加工業","新豐鄉","新豐溪"
380,"J61A3507","2015/2/16","新竹縣","30-104-020007","2014/12/22","水污染防治法第20條第1項",120000,"否","","","","正揚利企業有限公司","正揚利企業有限公司","正揚利企業有限公司","新竹縣新豐鄉鳳坑村坑子口６２３號","新竹縣","新豐鄉","石材製品製造業(石材製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉鳳坑村坑子口623號",246391,2754468,246391,2754468,"屬於水污法定義範圍內之列管事業","土石加工業","新豐鄉","新豐溪"
381,"J61A3507","2014/12/4","新竹縣","30-103-120003","2014/10/9","水污染防治法第20條第1項",90000,"否","","","","正揚利企業有限公司","正揚利企業有限公司","正揚利企業有限公司","新竹縣新豐鄉鳳坑村坑子口６２３號","新竹縣","新豐鄉","石材製品製造業(石材製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉鳳坑村坑子口623號",246391,2754468,246391,2754468,"屬於水污法定義範圍內之列管事業","土石加工業","新豐鄉","新豐溪"
382,"J61A3507","2014/10/24","新竹縣","30-103-100007","2014/9/15","水污染防治法第20條第1項",60000,"否","","","","正揚利企業有限公司","正揚利企業有限公司","正揚利企業有限公司","新竹縣新豐鄉鳳坑村坑子口６２３號","新竹縣","新豐鄉","石材製品製造業(石材製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉鳳坑村坑子口623號",246391,2754468,246391,2754468,"屬於水污法定義範圍內之列管事業","土石加工業","新豐鄉","新豐溪"
383,"J61A3507","2014/10/6","新竹縣","30-103-100001","2014/9/9","水污染防治法第20條第1項",30000,"否","","","","正揚利企業有限公司","正揚利企業有限公司","正揚利企業有限公司","新竹縣新豐鄉鳳坑村坑子口６２３號","新竹縣","新豐鄉","石材製品製造業(石材製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉鳳坑村坑子口623號",246391,2754468,246391,2754468,"屬於水污法定義範圍內之列管事業","土石加工業","新豐鄉","新豐溪"
384,"J61A3507","2014/5/15","新竹縣","30-103-050010","2014/3/7","水污染防治法第8條",60000,"否","","","","正揚利企業有限公司","正揚利企業有限公司","正揚利企業有限公司","新竹縣新豐鄉鳳坑村坑子口６２３號","新竹縣","新豐鄉","石材製品製造業(石材製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉鳳坑村坑子口623號",246391,2754468,246391,2754468,"屬於水污法定義範圍內之列管事業","土石加工業","新豐鄉","新豐溪"
385,"J61A3507","2014/5/15","新竹縣","30-103-050012","2014/3/7","水污染防治法第20條第1項",60000,"否","","","","正揚利企業有限公司","正揚利企業有限公司","正揚利企業有限公司","新竹縣新豐鄉鳳坑村坑子口６２３號","新竹縣","新豐鄉","石材製品製造業(石材製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉鳳坑村坑子口623號",246391,2754468,246391,2754468,"屬於水污法定義範圍內之列管事業","土石加工業","新豐鄉","新豐溪"
386,"J61A3507","2014/5/13","新竹縣","30-103-050007","2014/1/20","水污染防治法第20條第1項",60000,"否","","","","正揚利企業有限公司","正揚利企業有限公司","正揚利企業有限公司","新竹縣新豐鄉鳳坑村坑子口６２３號","新竹縣","新豐鄉","石材製品製造業(石材製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉鳳坑村坑子口623號",246391,2754468,246391,2754468,"屬於水污法定義範圍內之列管事業","土石加工業","新豐鄉","新豐溪"
387,"J61A3507","2014/4/25","新竹縣","30-103-040007","2013/8/27","水污染防治法第20條第1項",30000,"否","","","","正揚利企業有限公司","正揚利企業有限公司","正揚利企業有限公司","新竹縣新豐鄉鳳坑村坑子口６２３號","新竹縣","新豐鄉","石材製品製造業(石材製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉鳳坑村坑子口623號",246391,2754468,246391,2754468,"屬於水污法定義範圍內之列管事業","土石加工業","新豐鄉","新豐溪"
388,"J61A4347","2017/6/15","新竹縣","30-106-060003","2016/12/22","水污染防治法第8條",273000,"否","","","","翊生科技股份有限公司新竹二廠","翊生科技股份有限公司","","","","","","","","",,,,,"","","",""
389,"F01097015565","2016/4/15","新竹縣","30-105-040004","2015/11/16","水污染防治法第8條",252000,"否","","","","發興建材股份有限公司","發興建材股份有限公司","","","","","","","","",,,,,"","","",""
390,"J6200132","2013/3/15","新竹縣","30-102-030002","2012/7/23","水污染防治法第18條",10000,"否","","","","營臺實業股份有限公司","營臺實業股份有限公司","營臺實業股份有限公司","新竹縣芎林鄉華龍村五和街２５５號","新竹縣","芎林鄉","石油及煤製品製造業(石油及煤製品製造業)","芎林工業用地","空氣污染;廢棄物;","新竹縣芎林鄉華龍村五和街255號",,,263456.5979,2737002.785,"屬於水污法定義範圍內之列管事業","其他中央主管機關指定之事業","芎林鄉","頭前溪"
391,"J6200169","2015/10/27","新竹縣","30-104-100015","2015/8/24","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第16條",10000,"否","","","","榮大砂石股份有限公司","榮大砂石股份有限公司","榮大砂石股份有限公司","新竹縣芎林鄉文林村１４鄰１６之１號","新竹縣","芎林鄉","其他非金屬礦物製品製造業(未分類其他非金屬礦物製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣芎林鄉文林村14鄰16之1號",257700,2738975,257700,2738975,"屬於水污法定義範圍內之列管事業","土石加工業","芎林鄉","頭前溪"
392,"J6200169","2014/12/9","新竹縣","30-103-120011","2014/10/8","水污染防治法第7條第1項，水污染防治法第18條",350000,"否","","","","榮大砂石股份有限公司","榮大砂石股份有限公司","榮大砂石股份有限公司","新竹縣芎林鄉文林村１４鄰１６之１號","新竹縣","芎林鄉","其他非金屬礦物製品製造業(未分類其他非金屬礦物製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣芎林鄉文林村14鄰16之1號",257700,2738975,257700,2738975,"屬於水污法定義範圍內之列管事業","土石加工業","芎林鄉","頭前溪"
393,"J6200169","2014/12/9","新竹縣","30-103-120010","2014/10/3","水污染防治法第7條第1項，水污染防治法第18條",290000,"否","","","","榮大砂石股份有限公司","榮大砂石股份有限公司","榮大砂石股份有限公司","新竹縣芎林鄉文林村１４鄰１６之１號","新竹縣","芎林鄉","其他非金屬礦物製品製造業(未分類其他非金屬礦物製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣芎林鄉文林村14鄰16之1號",257700,2738975,257700,2738975,"屬於水污法定義範圍內之列管事業","土石加工業","芎林鄉","頭前溪"
394,"J6200169","2014/8/27","新竹縣","30-103-080009","2014/7/2","水污染防治法第18條",10000,"否","","","","榮大砂石股份有限公司","榮大砂石股份有限公司","榮大砂石股份有限公司","新竹縣芎林鄉文林村１４鄰１６之１號","新竹縣","芎林鄉","其他非金屬礦物製品製造業(未分類其他非金屬礦物製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣芎林鄉文林村14鄰16之1號",257700,2738975,257700,2738975,"屬於水污法定義範圍內之列管事業","土石加工業","芎林鄉","頭前溪"
395,"J6200169","2014/8/25","新竹縣","30-103-080008","2014/7/2","水污染防治法第30條第1項第2款",70000,"否","","","","榮大砂石股份有限公司","榮大砂石股份有限公司","榮大砂石股份有限公司","新竹縣芎林鄉文林村１４鄰１６之１號","新竹縣","芎林鄉","其他非金屬礦物製品製造業(未分類其他非金屬礦物製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣芎林鄉文林村14鄰16之1號",257700,2738975,257700,2738975,"屬於水污法定義範圍內之列管事業","土石加工業","芎林鄉","頭前溪"
396,"J6200169","2014/7/4","新竹縣","30-103-070002","2014/5/29","水污染防治法第18條",10000,"否","","","","榮大砂石股份有限公司","榮大砂石股份有限公司","榮大砂石股份有限公司","新竹縣芎林鄉文林村１４鄰１６之１號","新竹縣","芎林鄉","其他非金屬礦物製品製造業(未分類其他非金屬礦物製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣芎林鄉文林村14鄰16之1號",257700,2738975,257700,2738975,"屬於水污法定義範圍內之列管事業","土石加工業","芎林鄉","頭前溪"
397,"J6200169","2013/12/30","新竹縣","30-102-120013","2013/10/24","水污染防治法第18條",10000,"否","","","","榮大砂石股份有限公司","榮大砂石股份有限公司","榮大砂石股份有限公司","新竹縣芎林鄉文林村１４鄰１６之１號","新竹縣","芎林鄉","其他非金屬礦物製品製造業(未分類其他非金屬礦物製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣芎林鄉文林村14鄰16之1號",257700,2738975,257700,2738975,"屬於水污法定義範圍內之列管事業","土石加工業","芎林鄉","頭前溪"
398,"J6200169","2012/9/17","新竹縣","30-101-090003","2012/6/8","水污染防治法第8條",60000,"否","","","","榮大砂石股份有限公司","榮大砂石股份有限公司","榮大砂石股份有限公司","新竹縣芎林鄉文林村１４鄰１６之１號","新竹縣","芎林鄉","其他非金屬礦物製品製造業(未分類其他非金屬礦物製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣芎林鄉文林村14鄰16之1號",257700,2738975,257700,2738975,"屬於水污法定義範圍內之列管事業","土石加工業","芎林鄉","頭前溪"
399,"J6200187","2016/1/4","新竹縣","30-105-010002","2015/11/16","水污染防治法第8條",273000,"否","","","撤銷並另立裁處書","發興建材股份有限公司","發興建材股份有限公司","發興建材股份有限公司","新竹縣芎林鄉永興村富林路一段５５３號","新竹縣","芎林鄉","砂、石及黏土採取業(砂、石及黏土採取業)","非屬工業區類","空氣污染;水污染;廢棄物;","",,,,,"","","",""
400,"J6200187","2015/1/5","新竹縣","30-104-010001","2014/10/21","水污染防治措施及檢測申報管理辦法第7條，水污染防治法第18條",10000,"否","","","","發興建材股份有限公司","發興建材股份有限公司","發興建材股份有限公司","新竹縣芎林鄉永興村富林路一段５５３號","新竹縣","芎林鄉","砂、石及黏土採取業(砂、石及黏土採取業)","非屬工業區類","空氣污染;水污染;廢棄物;","",,,,,"","","",""
401,"J6200187","2015/1/5","新竹縣","30-104-010002","2014/10/21","水污染防治措施及檢測申報管理辦法第16條，水污染防治措施及檢測申報管理辦法第39條，水污染防治措施及檢測申報管理辦法第43條，水污染防治法第18條",10000,"否","","","","發興建材股份有限公司","發興建材股份有限公司","發興建材股份有限公司","新竹縣芎林鄉永興村富林路一段５５３號","新竹縣","芎林鄉","砂、石及黏土採取業(砂、石及黏土採取業)","非屬工業區類","空氣污染;水污染;廢棄物;","",,,,,"","","",""
402,"J6200187","2014/6/16","新竹縣","30-103-060003","2014/5/21","水污染防治法第21條第1項",10000,"否","","","","發興建材股份有限公司","發興建材股份有限公司","發興建材股份有限公司","新竹縣芎林鄉永興村富林路一段５５３號","新竹縣","芎林鄉","砂、石及黏土採取業(砂、石及黏土採取業)","非屬工業區類","空氣污染;水污染;廢棄物;","",,,,,"","","",""
403,"J6200187","2014/3/6","新竹縣","30-103-030005","2013/12/31","水污染防治法第7條第1項，水污染防治法第18條",370000,"否","","","","發興建材股份有限公司","發興建材股份有限公司","發興建材股份有限公司","新竹縣芎林鄉永興村富林路一段５５３號","新竹縣","芎林鄉","砂、石及黏土採取業(砂、石及黏土採取業)","非屬工業區類","空氣污染;水污染;廢棄物;","",,,,,"","","",""
